,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
1292,1962.06.04,1962,Provoked,usa,"Scuba diving, attempting to catch a captive shark",Right forearm bitten PROVOKED INCIDENT,Jun,N,M,Unspecified,55.0
1293,1962.04.07,1962,Unprovoked,south africa,Wading,Left ankle & foot bitten,Apr,N,M,Unspecified,13.0
1294,1962.03.24,1962,Unprovoked,papua new guinea,Swimming,"FATAL, calf bitten, other leg severed below knee",Mar,Y,M,Unspecified,10.0
1295,1962.02.05,1962,Unprovoked,south africa,Treading water,"FATAL, tissue removed from thigh, femoral artery severed ",Feb,Y,M,White,13.0
1296,1962.02.04,1962,Unprovoked,australia,Swimming,Shin bitten,Feb,N,M,Unspecified,35.0
1297,1962.01.27,1962,Unprovoked,new zealand,Splashing ,"Left hand injured: gash on back of hand, toothmarks on palm",Jan,N,M,Unspecified,18.0
1298,1962.01.18,1962,Invalid,south africa,"Fishing, slipped on rocks & fell into sea",Possible drowning / post mortem scavenging by Zambesi shark,Jan,Unknown,M,Unspecified,40.0
1299,1962.01.14.c,1962,Unprovoked,usa,Spearfishing / Scuba diving (at surface),Buttock bitten & major leg wound,Jan,N,M,White,29.0
1300,1962.01.14.a,1962,Unprovoked,australia,Surfing,Dorsum of foot lacerated & toe severed,Jan,N,M,Unspecified,19.0
1301,1962.01.11.b,1962,Unprovoked,papua new guinea,Spearfishing,Left leg & buttocks bitten,Jan,N,M,White,24.0
1302,1962.01.11.a,1962,Unprovoked,new zealand,Surf fishing,Right foot lacerated ,Jan,N,F,Unspecified,54.0
1303,1962.01.01,1962,Unprovoked,marshall islands,Fishing with hand net in 2' of water,"2.5"" laceration on right hand",Jan,N,M,Unspecified,57.0
1304,1961.12.28.c,1961,Unprovoked,australia,Standing,"FATAL, right arm severed at shoulder, left hand severed, right thigh bitten & surgically amputated.  Died  day after the attack",Dec,Y,F,Unspecified,18.0
1305,1961.12.28.b,1961,Unprovoked,australia,Standing,"Hand bitten, surgically amputated",Dec,N,M,Unspecified,24.0
1306,1961.12.28.a,1961,Unprovoked,south africa,Treading water,Lower right leg & ankle bitten,Dec,N,M,Unspecified,18.0
1307,1961.12.27,1961,Provoked,australia,Spearfishing,"No injury, Parker shot the shark when it came close to his nephew, Bill Bradbury (14), then the shark bent his speargun PROVOKED INCIDENT",Dec,N,M,Grey,23.0
1308,1961.12.18.a,1961,Unprovoked,australia,"Surfing, pushing board ashore","FATAL, right wrist and hand bitten, left leg severed above knee ",Dec,Y,M,Unspecified,22.0
1309,1961.12.13,1961,Unprovoked,australia,Swimming with other crew near wharf,Right thigh and leg lacerated,Dec,N,M,Unspecified,17.0
1310,1961.09.24.b,1961,Unprovoked,croatia,Swimming,"FATAL, hand severed & legs bitten  ",Sep,Y,M,White,19.0
1311,1961.08.20,1961,Unprovoked,usa,Swimming,"Foot, leg  & groin lacerated",Aug,N,M,White,16.0
1312,1961.08.16,1961,Unprovoked,usa,Wading,"Right arm bitten. Left leg bitten, surgically amputated ",Aug,N,M,White,19.0
1313,1961.08.02,1961,Unprovoked,usa,"Net fishing, picking catch from the net",Hand bitten,Aug,N,M,Unspecified,38.0
1314,1961.07.29,1961,Provoked,usa,Spearfishing,Puncture wound on right shin & fingers lacerated by speared shark PROVOKED INCIDENT,Jul,N,M,Unspecified,57.0
1315,1961.07.00.b,1961,Unprovoked,italy,Spearfishing,Foot bitten,Jul,N,M,White,21.0
1316,1961.05.21,1961,Unprovoked,usa,Free diving for abalone,"No injury, wetsuit bitten",May,N,M,White,20.0
1317,1961.05.15,1961,Unprovoked,usa,Walking in chest-deep water,Middle finger of left hand & right forearm lacerated,May,N,M,Unspecified,52.0
1318,1961.04.30,1961,Invalid,usa,Splashing ,Abdomen abraded,Apr,Unknown,M,Unspecified,10.0
1319,1961.04.21,1961,Unprovoked,mozambique,Swimming,"Multiple injuries to both hands, left leg & foot",Apr,N,M,Unspecified,37.0
1320,1961.04.14,1961,Unprovoked,australia,"Checking fish traps, fell into the water",Tiny cuts & bruises on neck  ,Apr,N,M,Unspecified,40.0
1321,1961.04.09,1961,Unprovoked,mozambique,"Swimming, using bundles of sticks as raft","FATAL, extensive abdominal wounds, died 4 days later  ",Apr,Y,M,Unspecified,38.0
1322,1961.03.18,1961,Unprovoked,australia,Swimming,"Abdomen & arm bitten. Shark, holding him by the arm, leapt 4' to 5' above the surface",Mar,N,M,Unspecified,24.0
1323,1961.03.12,1961,Unprovoked,australia,Spearfishing,Left leg bitten  & left forearm lacerated,Mar,N,M,White,21.0
1324,1961.03.09,1961,Unprovoked,north pacific ocean,Free diving,Right elbow bitten,Mar,N,M,Grey,33.0
1325,1961.02.12,1961,Unprovoked,south africa,"Spearfishing, shark grabbed his white t-shirt and towed him ",Torso bruised & abraded ,Feb,N,M,Unspecified,27.0
1326,1961.02.01.b,1961,Unprovoked,south africa,Swimming,"FATAL, multiple injuries to both legs, feet & left arm  ",Feb,Y,M,Unspecified,14.0
1327,1961.01.22,1961,Unprovoked,south africa,Swimming,Left thigh bitten ,Jan,N,M,White,15.0
1328,1961.01.15,1961,Provoked,australia,Collecting aquarium specimens,Right calf  bitten by lassoed shark on deck of surf ski PROVOKED INCIDENT,Jan,N,M,Unspecified,27.0
1329,1961.01.06.c,1961,Unprovoked,south africa,Standing,"Right foot, leg and hand bitten",Jan,N,M,White,13.0
1330,1960.12.24,1960,Unprovoked,south africa,Swimming,"FATAL, legs severed ",Dec,Y,M,White,25.0
1331,1960.12.20,1960,Unprovoked,australia,"Fishing, when line became snagged on rock & he dived into water to free it ",Left thigh lacerated,Dec,Unknown,M,Grey,33.0
1332,1960.11.27,1960,Unprovoked,australia,Swimming,Right shoulder lacerated,Nov,Unknown,M,Unspecified,41.0
1333,1960.08.10,1960,Provoked,usa,Holding shark on leader & dangling it above the water,Right hand bitten by hooked shark PROVOKED INCIDENT,Aug,N,M,Lemon,15.0
1334,1960.07.03,1960,Provoked,usa,"Fishing, tossing netted shark onboard",Right arm bitten  PROVOKED INCIDENT,Jul,N,M,Unspecified,41.0
1335,1960.06.24,1960,Unprovoked,usa,Scuba diving,"No injury, shark harrassed diver & attempted to bite his swimfins",Jun,N,M,Unspecified,39.0
1336,1960.05.24,1960,Unprovoked,bermuda,Free diving but treading water at surface,Foot bitten,May,N,M,Unspecified,25.0
1337,1960.05.19,1960,Unprovoked,usa,Swimming ,"Left leg bitten, surgically amputated below the knee",May,N,F,White,16.0
1338,1960.04.30,1960,Unprovoked,south africa,Treading water,Multiple major injuries,Apr,N,M,White,16.0
1339,1960.04.24,1960,Unprovoked,usa,Skindiving for abalone (but at surface),Foot & swim fin bitten ,Apr,N,M,White,48.0
1340,1960.04.14,1960,Invalid,bermuda,Floating on a raft,"No injury, 5 sharks bumped raft",Apr,Unknown,M,Unspecified,21.0
1341,1960.04.12,1960,Unprovoked,australia,Surfing,Right arm & side bruised,Apr,N,M,White,17.0
1342,1960.03.31,1960,Unprovoked,usa,Treading water,"Ankle bitten, hand injured while striking shark",Mar,N,M,Unspecified,42.0
1343,1960.02.29,1960,Unprovoked,australia,"Wading, fishing for flounder","No injury, Robertson knocked over & Hasler brushed by a shark",Feb,N,M,Unspecified,30.0
1344,1960.02.27.a,1960,Invalid,usa,Spearfishing,Left forearm lacerated,Feb,Unknown,M,Unspecified,36.0
1345,1960.01.16,1960,Unprovoked,australia,Free diving,"FATAL, right leg severed above knee, surgically amputated but died 9 days later ",Jan,Y,M,Bull,13.0
1346,1959.11.29,1959,Unprovoked,australia,Body surfing,"Thighs bitten, right hand lacerated",Nov,N,M,Unspecified,19.0
1347,1959.11.28,1959,Unprovoked,australia,Standing in chest-deep water,Right foot lacerated,Nov,N,M,Unspecified,17.0
1348,1959.11.22,1959,Unprovoked,australia,Trailing the field in a surf race,"Lower left leg bittten, hand abraded",Nov,N,M,Unspecified,19.0
1349,1959.11.10,1959,Unprovoked,usa,Swimming at surface through school of feeding 2.5' to 5 sharks,Forearm bitten,Nov,N,M,Unspecified,21.0
1350,1959.10.04,1959,Unprovoked,usa,Diving for abalone,"Ankle twisted, swim fin bitten",Oct,N,M,White,30.0
1351,1959.10.00,1959,Unprovoked,fiji,Spearfishing,forearm abraded,Oct,N,M,Tiger,36.0
1352,1959.09.26.b,1959,Sea Disaster,usa,"Adrift, hanging onto cushion, after his 17' skiff ran out of gas & capsized 3 miles from shore","During the night both hands and feet were bitten, rescued next day after spending 17 hours in the sea.",Sep,N,M,Unspecified,30.0
1353,1959.08.20,1959,Invalid,philippines,The 240-ton motor vessel Pilar II with 100 people on board capsized in high winds & rough seas,"Navy personnel reported that his body was ""mutilated by sharks"" but it is probable that death resulted from drowning",Aug,Unknown,M,Unspecified,10.0
1354,1959.08.11,1959,Unprovoked,japan,Swimming,"FATAL, left thigh bitten",Aug,Y,M,Unspecified,13.0
1355,1959.07.28,1959,Unprovoked,usa,Spearfishing (but on surface),"14 punctures on right thigh, swim trunks torn",Jul,N,M,Unspecified,25.0
1356,1959.06.14.a,1959,Unprovoked,usa,Free diving for abalone,"FATAL, body not recovered",Jun,Y,M,White,33.0
1357,1959.05.07,1959,Unprovoked,usa,Treading water,"FATAL, left arm bitten, right arm partly severed, deep lacerations of left shoulder & chest ",May,Y,M,White,18.0
1358,1959.05.03,1959,Unprovoked,usa,Spearfishing,Lacerated hip & hands,May,N,M,Tiger,19.0
1359,1959.02.01,1959,Unprovoked,south africa,Treading water,Leg severed below knee,Feb,N,M,Unspecified,14.0
1360,1959.01.31,1959,Unprovoked,australia,Working prawn net,Sharks tail grazed his shin,Jan,N,M,Grey,20.0
1361,1959.01.17.b,1959,Unprovoked,australia,In deep water about 100 yards from his ship,FATAL,Jan,Y,M,Unspecified,22.0
1362,1959.01.17.a,1959,Unprovoked,australia,"Surfing, but treading water",Right foot & toe bitten,Jan,N,M,Unspecified,17.0
1363,1959.01.15,1959,Unprovoked,south africa,Swimming,Thigh & both wrists lacerated,Jan,N,M,White,18.0
1364,1958.12.13,1958,Unprovoked,usa,Surfing on air mattress,"FATAL, leg severed  ",Dec,Y,M,Tiger,15.0
1365,1958.12.12,1958,Unprovoked,american samoa,Cleaning hull of ship ,"FATAL, left thigh & hip bitten  ",Dec,Y,M,Tiger,22.0
1366,1958.11.23,1958,Unprovoked,australia,Swimming,FATAL,Nov,Y,M,Unspecified,21.0
1367,1958.09.06,1958,Unprovoked,bahamas,Fishing,Right forearm lacerated,Sep,N,M,Unspecified,42.0
1368,1958.07.27.b,1958,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep",3 lacerations on leg,Jul,N,M,Tiger,12.0
1369,1958.07.27.a,1958,Unprovoked,usa,"Swimming, ducking for shells in water 0.9 m deep","Left hand and  leg bitten, leg surgically amputated below hip",Jul,N,M,Tiger,8.0
1370,1958.07.04.a,1958,Sea Disaster,pacific ocean,U.S. Airforce C124 enroute from Hickham Air Base to Japan went down. The 3 survivors fashioned raft from mailbags  & were rescued 3 days after the crash.,Left shoulder bitten ,Jul,N,M,Unspecified,31.0
1371,1958.07.02,1958,Provoked,usa,Free diving,"He grabbed shark, it bit his leg below the knee PROVOKED INCIDENT",Jul,N,M,Unspecified,20.0
1372,1958.07.00.b,1958,Unprovoked,bahamas,"Spearfishing, had fish on his spear","No injury, shark went for diver's leg & missed, diver hit shark on head with speargun & shark bit speargun ",Jul,N,M,Tiger,36.0
1373,1958.06.26,1958,Provoked,usa,Wading,Right foot bitten when he walked into shark's head PROVOKED INCIDENT,Jun,N,M,Unspecified,59.0
1374,1958.06.24,1958,Unprovoked,usa,Walking,Lower left leg & foot bitten,Jun,N,M,Tiger,17.0
1375,1958.04.19,1958,Unprovoked,taiwan,Diving,Right cheek bitten,Apr,N,M,Unspecified,29.0
1376,1958.04.05,1958,Unprovoked,south africa,Paddling in knee-deep water,FATAL,Apr,Y,F,Unspecified,28.0
1377,1958.04.03,1958,Unprovoked,south africa,Swimming with goggles,"FATAL, arm severed above elbow, abdomen & leg bitten  ",Apr,Y,M,Unspecified,29.0
1378,1958.01.19,1958,Unprovoked,australia,Body surfing,"Laceration to left ankle, heel and little toe",Jan,N,M,Unspecified,14.0
1379,1957.12.30,1957,Unprovoked,south africa,Standing,"Left arm severed, torso bitten, thigh lacerated, many abrasions",Dec,N,F,Unspecified,14.0
1380,1957.12.23,1957,Unprovoked,south africa,Floating,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten  ",Dec,Y,M,Unspecified,23.0
1381,1957.07.15,1957,Unprovoked,usa,Swimming,"FATAL, knee bitten  ",Jul,Y,M,White,57.0
1382,1957.05.11,1957,Unprovoked,australia,Competing in spearfishing championship & towing dead fish,Thigh bitten & few lacerations on abdomen & buttock,May,N,M,Unspecified,28.0
1383,1957.04.28,1957,Unprovoked,usa,Swimming,"FATAL, seen with arm in mouth of shark. Body not recovered.  ",Apr,Y,M,White,25.0
1384,1957.04.22,1957,Provoked,usa,Standing,Ankle injured by shark trapped in pool as it tried to get out PROVOKED INCIDENT  ,Apr,N,M,Unspecified,17.0
1385,1957.04.13,1957,Unprovoked,australia,Swimming between  anchored  pearling luggers,"Left arm bitten, surgically amputated",Apr,N,M,Unspecified,22.0
1386,1956.12.26,1956,Unprovoked,papua new guinea,Spearfishing,"FATAL, left leg severed at hip, left torso removed ",Dec,Y,M,Tiger,19.0
1387,1956.10.07,1956,Unprovoked,senegal,"Skindiving, fish at belt",Right thigh bitten,Oct,N,M,Lemon,19.0
1388,1956.08.15.a,1956,Unprovoked,usa,Swimming near pier,"Lacerated thigh, hand & shoulder",Aug,N,M,White,10.0
1389,1956.03.04,1956,Unprovoked,australia,"Swimming, attacked at  surf carnival",FATAL,Mar,Y,M,Unspecified,26.0
1390,1956.02.26,1956,Unprovoked,australia,Diving into water,"FATAL, large amount of tissue removed from leg, artery severed  ",Feb,Y,M,Unspecified,15.0
1391,1955.11.16,1955,Unprovoked,papua new guinea,Swimming,Right thigh bitten,Nov,N,M,Unspecified,8.0
1392,1955.08.08,1955,Unprovoked,american samoa,Swimming,"FATAL, abdomen bitten  ",Aug,Y,M,Unspecified,28.0
1393,1955.02.06,1955,Unprovoked,usa,Spearfishing,"Swimfin & 2 wool socks removed by shark, suit torn",Feb,N,M,White,19.0
1394,1955.02.05,1955,Unprovoked,australia,Swimming,"FATAL, legs bitten ",Feb,Y,M,White,25.0
1395,1955.01.17,1955,Unprovoked,australia,Hunting lobsters in 2.4 m of water,"FATAL, anterior left leg & right calf bitten, no tissue lost  ",Jan,Y,M,Unspecified,13.0
1396,1954.06.27,1954,Unprovoked,australia,Pearl diving from lugger Whyalla,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",Jun,N,M,Unspecified,30.0
1397,1954.01.22.a,1954,Unprovoked,argentina,Floating,"Arm & left calf bitten, right leg lacerated",Jan,N,M,White,18.0
1398,1954.01.15,1954,Unprovoked,papua new guinea,Crouching in the water,Back & thighs lacerated,Jan,N,M,Unspecified,26.0
1399,1953.08.00,1953,Invalid,mexico,Free diving,No injury,Aug,Unknown,M,Unspecified,19.0
1400,1953.07.26,1953,Unprovoked,usa,Spearfishing,"FATAL, thigh bitten",Jul,Y,M,Unspecified,15.0
1401,1953.02.15,1953,Unprovoked,australia,Spearfishing,"Shark tore off face mask, divers face, nose & chin lacerated",Feb,N,M,Unspecified,25.0
1402,1952.12.21,1952,Unprovoked,australia,"Fishing, setting nets",Bitten on thigh and buttocks,Dec,N,M,Unspecified,25.0
1403,1952.12.07,1952,Unprovoked,usa,Body surfing & treading water,"FATAL, leg lacerated  ",Dec,Y,M,White,17.0
1404,1951.12.06,1951,Unprovoked,australia,Treading water,FATAL,Dec,Y,M,Unspecified,21.0
1405,1951.11.29,1951,Unprovoked,south africa,Swimming,Thigh bruised & abraded,Nov,N,M,White,23.0
1406,1951.11.28.a,1951,Unprovoked,south africa,Treading water,"Leg severed below knee, defense wounds on hand",Nov,N,M,White,24.0
1407,1951.03.26,1951,Provoked,australia,Fell off surf ski,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,Mar,N,M,Unspecified,23.0
1408,1951.02.19,1951,Unprovoked,south africa,Body surfing,"Leg bitten, defense wounds on hands",Feb,N,M,Unspecified,31.0
1409,1950.11.25,1950,Unprovoked,australia,Body surfing,Part of buttocks & fingers severed,Nov,N,M,White,21.0
1410,1950.10.08,1950,Unprovoked,usa,Body surfing / treading water,Right leg lacerated,Oct,N,M,White,31.0
1411,1950.10.04,1950,Unprovoked,australia,Fishing,Lacerations to right thumb and knee,Oct,N,M,Unspecified,25.0
1412,1950.08.06,1950,Provoked,el salvador,Jerked overboard while pole fishing for tuna,Left thigh bitten by hooked shark PROVOKED INCIDENT,Aug,N,M,Unspecified,27.0
1413,1950.02.11,1950,Unprovoked,south africa,Body surfing,"FATAL, body not recovered ",Feb,Y,M,White,14.0
1414,1950.00.00.i,1950,Unprovoked,indonesia,Bending over,FATAL,Unknown,Y,M,Tiger,7.0
1415,1949.11.20,1949,Unprovoked,australia,Free diving or wading back to shore,Left arm bitten ,Nov,N,M,Unspecified,36.0
1416,1949.04.17,1949,Unprovoked,australia,Bathing in water 0.9 m deep,"FATAL, left leg severed",Apr,Y,M,Unspecified,13.0
1417,1949.01.23,1949,Unprovoked,australia,Lifesaving exhibition,FATAL,Jan,Y,M,White,20.0
1418,1949.01.14,1949,Invalid,australia,Surfing,"No injury, chased by 3 sharks",Jan,Unknown,M,Unspecified,32.0
1419,1948.09.22,1948,Unprovoked,greece,Swimming,FATAL,Sep,Y,M,Unspecified,17.0
1420,1948.00.00.d,1948,Provoked,usa,Underwater photography,Grabbed shark by the tail & it bit him PROVOKED INCIDENT,Unknown,N,M,Unspecified,48.0
1421,1947.12.21,1947,Unprovoked,australia,Fishing,Leg gashed,Dec,N,M,Grey,9.0
1422,1947.08.04,1947,Unprovoked,usa,Swimming,"FATAL, calf bitten, leg surgically amputated  ",Aug,Y,M,Unspecified,20.0
1423,1947.04.20,1947,Unprovoked,south africa,Treading water,Ankle & shin lacerated,Apr,N,M,Unspecified,21.0
1424,1947.03.09,1947,Unprovoked,south africa,Treading water,Lacerations on buttock  &  right foot ,Mar,N,M,Unspecified,22.0
1425,1947.01.05,1947,Unprovoked,south africa,Treading water,Flexed left leg lacerated,Jan,N,M,Unspecified,18.0
1426,1946.08.18,1946,Unprovoked,australia,Swimming after a tennis ball,"FATAL, body not recovered",Aug,Y,M,Unspecified,30.0
1427,1946.02.10.b,1946,Unprovoked,australia,Standing,"Leg bitten, surgically amputated",Feb,N,M,White,18.0
1428,1946.01.07,1946,Unprovoked,south africa,Jumping in swells,Foot bitten,Jan,N,M,Unspecified,18.0
1429,1945.03.06,1945,Unprovoked,south africa,Walking,"Right leg bitten knee to foot, surgically amputated",Mar,N,M,Unspecified,37.0
1430,1945.00.00.a,1945,Unprovoked,iraq,Swimming,Left foot bitten,Unknown,N,M,Bull,15.0
1431,1944.07.22,1944,Unprovoked,south africa,Swimming,"FATAL, body not recovered",Jul,Y,M,White,17.0
1432,1943.09.23,1943,Unprovoked,panama,Dived overboard to check propeller of US Navy motor torpedo boat,"FATAL, left leg  & shoulder bitten  ",Sep,Y,M,White,20.0
1433,1943.07.00.a,1943,Invalid,mexico,Swimming,"No injury, a shark made a threat display",Jul,Unknown,M,Unspecified,25.0
1434,1942.12.26,1942,Unprovoked,australia,Dog paddling or standing,"FATAL, legs bitten ",Dec,Y,F,Bull,15.0
1435,1942.11.01,1942,Unprovoked,south africa,Swimming ,"FATAL, body not recovered",Nov,Y,M,White,18.0
1436,1942.09.12.a,1942,Unprovoked,australia,Treading water,"Right foot severed & calf removed, leg  surgically amputated below the knee",Sep,N,M,Tiger,24.0
1437,1942.01.04,1942,Unprovoked,australia,Swimming,"FATAL, bitten in two  ",Jan,Y,F,Bull,28.0
1438,1942.00.00.f,1942,Unprovoked,bahamas,Swimming along side N.E.L. vessel Saluda,"Minor injury, ankle scratched by shark's teeth",Unknown,N,M,Unspecified,48.0
1439,1941.06.15,1941,Provoked,usa,Fishing from 32' boat,Left hand bitten as he tried to put rope around shark's tail PROVOKED INCIDENT,Jun,N,M,Unspecified,43.0
1440,1941.03.09,1941,Provoked,usa,Fishing,Right hand bitten by boated shark PROVOKED INCIDENT,Mar,N,M,Unspecified,53.0
1441,1940.03.31,1940,Unprovoked,south africa,Treading water,"FATAL, right thigh & calf bitten ",Mar,Y,M,White,25.0
1442,1940.02.22,1940,Unprovoked,south africa,Swimming,"FATAL, left thigh & knee bitten ",Feb,Y,M,White,17.0
1443,1940.01.23,1940,Unprovoked,australia,Swimming,"FATAL, left leg severed  ",Jan,Y,M,Unspecified,13.0
1444,1940.01.07,1940,Unprovoked,south africa,Swimming ,"FATAL, leg & thigh bitten  ",Jan,Y,M,Unspecified,18.0
1445,1939.12.14,1939,Unprovoked,australia,Swimming ,"FATAL, left foot & right leg bitten, later surgically amputated  ",Dec,Y,M,Unspecified,20.0
1446,1939.07.16,1939,Provoked,bahamas,"Dress diving, filming shark & pulling it through the water for a motion picture scene",Minor injury to shoulder & back PROVOKED INCIDENT,Jul,N,M,Unspecified,38.0
1447,1938.10.05,1938,Provoked,australia,Fishing,Laceration to left foot & ankle by netted shark PROVOKED INCIDENT,Oct,N,M,Tiger,18.0
1448,1938.05.15,1938,Unprovoked,iraq,"Swimming, naked","Arm severed, but survived. Note: Some weeks later he was swimming at the same spot when a shark severed his right foot.",May,N,M,Bull,9.0
1449,1938.01.14,1938,Invalid,australia,Diving off jetty,Superficial lacerations on feet & toes,Jan,Unknown,M,Unspecified,24.0
1450,1937.10.27.b,1937,Unprovoked,australia,Swimming ,FATAL,Oct,Y,M,Tiger,25.0
1451,1937.10.27.a,1937,Unprovoked,australia,Swimming ,FATAL,Oct,Y,M,Tiger,18.0
1452,1937.08.31,1937,Unprovoked,australia,"Diving from the lugger San, operated by the Protector of the Aborigines","Head, neck & shoulder bitten (In 1918, he was also bitten by a shark off Cairns)",Aug,N,M,Tiger,38.0
1453,1937.05.15,1937,Unprovoked,australia,"Refused permission to cross on the ferry, he was swimming across the river","FATAL, left arm severed at elbow, right arm bitten, right leg severed at knee    ",May,Y,M,Unspecified,33.0
1454,1937.02.13,1937,Unprovoked,australia,Swimming,"FATAL, buttocks, ankle & right elbow bitten ",Feb,Y,M,White,32.0
1455,1936.07.25,1936,Unprovoked,usa,Swimming crawl stroke,"FATAL, finger severed, thigh bitten He died during the surgical amputation of his leg   ",Jul,Y,M,White,16.0
1456,1936.04.22,1936,Unprovoked,australia,Diving for trochus,"Arm & back bitten, heel lacerated",Apr,N,M,Tiger,16.0
1457,1936.02.04,1936,Unprovoked,australia,Swimming,"FATAL, taken by shark, body not recovered. Twenty months later, in October 1937, meshing (setting anti-shark gill nets) began  at metropolitan beaches",Feb,Y,M,White,14.0
1458,1936.01.22,1936,Unprovoked,australia,"Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared",FATAL ,Jan,Y,M,White,13.0
1459,1935.08.26,1935,Unprovoked,australia,"Fell overboard, hanging onto lifebuoy","FATAL. His body was not recovered, but about 3 weeks later 2 sharks were caught with human remains, thought to be those of Quinn",Aug,Y,M,Unspecified,38.0
1460,1935.03.09,1935,Unprovoked,australia,Swimming,"FATAL, left thigh, buttock, left forearm bitten, finger removed  ",Mar,Y,M,White,27.0
1461,1935.03.02,1935,Unprovoked,australia,Standing,"FATAL, thigh bitten ",Mar,Y,M,White,22.0
1462,1934.12.31.b,1934,Unprovoked,australia,Splashing,Hands severed,Dec,N,F,Tiger,13.0
1463,1934.04.01.a,1934,Unprovoked,australia,Swimming in waist-deep water ,"FATAL, right leg lacerated",Apr,Y,M,Unspecified,15.0
1464,1934.03.12,1934,Unprovoked,australia,Swimming in hip-deep water,"FATAL, leg & buttocks removed ",Mar,Y,M,Unspecified,17.0
1465,1934.01.07,1934,Unprovoked,australia,Swimming on sandbar adjacent to channel,Severely lacerated  right leg.  Later surgically amputated & survived despite gas gangrene,Jan,N,M,Unspecified,22.0
1466,1932.10.31,1932,Unprovoked,australia,Swimming,"Torso bitten with pneumothorax, slight lacerations on left hand",Oct,N,M,Grey,24.0
1467,1932.00.00,1932,Unprovoked,south africa,Collecting fish by lamplight in gully,"Right shin, calf and sole of foot lacerated",Unknown,N,M,Unspecified,23.0
1468,1931.02.10,1931,Invalid,australia,Swimming ,Death may have been due to drowning,Feb,Unknown,M,Unspecified,39.0
1469,1931.01.07,1931,Unprovoked,australia,Swimming,Severe bump & few superficial wounds ,Jan,N,M,Unspecified,18.0
1470,1930.02.15,1930,Unprovoked,australia,Diving off pier & treading water,FATAL,Feb,Y,M,White,18.0
1471,1930.01.16,1930,Unprovoked,south africa,Swimming,Torso & arm bitten,Jan,N,M,White,23.0
1472,1929.04.11,1929,Provoked,australia,Standing in knee-deep water,Right calf severely bitten by shark caught in the net PROVOKED INCIDENT,Apr,N,M,Grey,19.0
1473,1929.02.08,1929,Unprovoked,australia,Swimming,"FATAL, right thigh bitten, femoral artery severed",Feb,Y,M,Unspecified,39.0
1474,1929.01.12,1929,Unprovoked,australia,Body surfing,"FATAL, right thigh & hip bitten",Jan,Y,M,Unspecified,14.0
1475,1928.11.04,1928,Unprovoked,panama,Swimming,"FATAL, multiple injuries including evisceration, 3 fractures of right arm, 5 fingers  & leg severed below knee",Nov,Y,M,Unspecified,17.0
1476,1928.04.06,1928,Unprovoked,australia,Bathing,Lacerations to right leg ,Apr,N,M,Unspecified,15.0
1477,1928.01.00,1928,Unprovoked,south africa,Body surfing,Foot bitten,Jan,N,M,Unspecified,18.0
1478,1927.12.28,1927,Unprovoked,south africa,Swimming,"FATAL, leg bitten  ",Dec,Y,M,White,17.0
1479,1927.03.01,1927,Unprovoked,australia,Body surfing / treading water,"Right buttock & thigh bitten, thumb removed",Mar,N,M,Grey,17.0
1480,1927.01.03,1927,Unprovoked,australia,Swimming,"FATAL, leg bitten from thigh to ankle",Jan,Y,M,Unspecified,15.0
1481,1926.10.23.b,1926,Unprovoked,australia,Bathing,"3"" laceration to leg",Oct,N,M,Grey,17.0
1482,1926.07.23,1926,Unprovoked,italy,Swimming,"FATAL, body was not recovered",Jul,Y,M,White,20.0
1483,1926.07.08,1926,Unprovoked,usa,Swimming with dog near canning factory,Leg & hand lacerated and dog bitten,Jul,N,M,White,15.0
1484,1925.11.22,1925,Unprovoked,australia,Floating on his back,"FATAL, thigh  & torso bitten, then shark charged rescue boat ",Nov,Y,M,Tiger,55.0
1485,1925.03.27,1925,Unprovoked,australia,Bathing in waist-deep water,"Left thigh bitten, leg surgically amputated ",Mar,N,M,Unspecified,16.0
1486,1924.01.19,1924,Unprovoked,australia,Had just dived into water & was swimming,"FATAL, right thigh severely bitten, left arm lacerated ",Jan,Y,M,Unspecified,16.0
1487,1922.12.05,1922,Unprovoked,australia,Bathing in 3' to 4' of water,"FATAL, severe injuries to torso  ",Dec,Y,M,Unspecified,19.0
1488,1922.05.24,1922,Unprovoked,jamaica,Swimming,"FATAL, arm severed, thigh severely bitten  ",Unknown,Y,M,Unspecified,19.0
1489,1922.05.06,1922,Unprovoked,south africa,Swimming,Abdomen & thigh bitten,May,N,M,White,18.0
1490,1922.03.02,1922,Unprovoked,australia,Bathing in knee-deep water,"FATAL, right hand severed, lacerations on left thigh & left hand, died in hospital of gas gangrene",Mar,Y,M,White,21.0
1491,1922.02.04,1922,Unprovoked,australia,Swimming,"FATAL, both arms & shoulder bitten",Feb,Y,M,White,18.0
1492,1919.01.09,1919,Unprovoked,australia,Wading,"FATAL, right thigh bitten ",Jan,Y,M,Unspecified,13.0
1493,1916.07.01,1916,Unprovoked,usa,Swimming,"FATAL, left leg bitten",Jul,Y,M,White,24.0
